"YieldM","Yieldsd","Id","PLANTED","HARVESTED","POPULATION","PC","ROWWIDTH","Soil","TILLAGE","HERBICIDE","FUNGICIDE","INSECTICIDE","Latitude","Longitude","Family","State","pYear"
66.48,6.15,"43472",2016-05-24,2016-10-04,140000," Corn",15," Silt Loam"," No-Till"," 7.5 oz. Verdict, 32 oz. Roundup",NA,NA,36.61,-88.31,"Soybean","KY",2016
237.47,10.98,"43475",201-05-05,201-10-27,35000," Soybeans",30," Loamy Sand"," Field Cultivation / No-Till"," Harness Xtra",NA,NA,42.28,-91.95,"Corn","IA",201
69.23,3.61,"43480",2016-05-16,2016-10-01,160000," Corn",30," Loam"," Chisel"," Fierce, Roundup",NA,NA,42.61,-91.82,"Soybean","IA",2016
224.43,13.74,"43481",201-05-05,201-10-01,33000," Corn",30," Loam"," Chisel"," Harness Xtra",NA,NA,42.61,-91.82,"Corn","IA",201
256.81,14.36,"43482",201-04-25,201-10-01,35000," Soybeans",30," Loamy Sand"," Field Cultivation"," 2qts SureStart",NA,NA,42.29,-91.56,"Corn","IA",201
190.41,13.98,"43483",2016-05-20,2016-11-01,35000," Soybeans",30," Clay Loam"," Conv.-Till"," None",NA,NA,43.33,-87.91,"Corn","WI",2016
213.54,11.18,"43484",201-05-13,201-11-04,32000," Wheat",30," Silty Clay Loam"," Chisel / Field Cultivation"," None",NA,NA,44.59,-87.8,"Corn","WI",201
182.96,12.15,"43485",201-05-14,201-11-18,34000," Wheat",30," Silt Loam"," Conv.-Till"," None",NA,NA,44.59,-87.79,"Corn","WI",201
42.33,1.68,"43486",2016-05-08,2016-10-13,165000," Wheat",15," Silt Loam"," No-Till"," None",NA,NA,43.59,-88.36,"Soybean","WI",2016
217.96,13.16,"43487",2016-05-20,2016-09-20,34000," Soybeans",30," Sandy Clay Loam"," Inline Ripper / Vertical-Till"," None",NA,NA,39.62,-85.07,"Corn","IN",2016
188.23,21.3,"43488",2016-05-20,2016-10-19,35000," Soybeans",30," Silty Clay Loam"," Vertical-Till"," 2 qt Halex GT",NA,NA,39.29,-87.71,"Corn","IL",2016
195.8,7.71,"43489",2016-05-21,2016-10-13,31200," Soybeans",30," Silt Loam"," Field Cultivation / Vertical-Till"," 1.5 qt Lexar, 1 qt Roundup WeatherMAX",NA,NA,38.84,-88.38,"Corn","IL",2016
201.83,11.43,"43490",2016-05-21,2016-10-04,29750," Soybeans",30," Silt Loam"," Field Cultivation / S-Tine"," 2.75 qt Acuron",NA,NA,39.17,-88.14,"Corn","IL",2016
223.46,10.7,"43492",2016-04-25,2016-10-01,NA," Soybeans",NA,NA," Field Cultivation"," Roundup Original Max",NA,NA,41.02,-87.71,"Corn","IL",2016
206.38,13.39,"43498",201-04-07,201-10-13,30000," Soybeans",30," Clay Loam"," Disc"," 1.5 lbs  Atrazine",NA,NA,39.05,-92.04,"Corn","MO",201
226.52,10.83,"43499",201-05-06,201-10-28,36000," Corn",30," Clay Loam"," Chisel / Field Cultivation"," Roundup",NA,NA,40.99,-86.91,"Corn","IN",201
208.42,12.64,"43500",2016-04-13,2016-09-26,33000," Soybeans",30," Silt Loam"," Field Cultivation / Disc"," 1.5 lb Atrazine",NA,NA,38.61,-91.22,"Corn","MO",2016
196.81,15.67,"43504",201-05-23,201-11-10,33000," Corn",30," Sandy Loam"," V-Rip / Vertical-Till"," None",NA,NA,41.19,-87.04,"Corn","IN",201
188.92,8.75,"43505",201-05-24,201-10-31,30000," Soybeans",30," Sandy Loam"," Vertical-Till"," 2 quart Bicep II Magnum",NA,NA,41.72,-85.85,"Corn","IN",201
72.83,2.71,"43507",2016-05-18,2016-10-04,145000," Corn",15," Loam"," Vertical-Till"," Verdict, Outlook, Select, Roundup",NA,NA,42.37,-92.51,"Soybean","IA",2016
202.97,11.03,"43510",2016-05-26,2016-10-25,34000," Soybeans",30," Clay Loam"," Field Cultivation"," 1 qt. Roundup, 3 oz. Laudis",NA,NA,40.67,-84.94,"Corn","IN",2016
141.97,27.11,"43512",201-05-24,201-10-13,29900," Wheat",30," Clay Loam"," No-Till"," 1 Qt 2,4-D, 1 Qt Aatrex, 1 Qt Roundup",NA,NA,37.34,-85.72,"Corn","KY",201
158.4,NA,"43513",2016-05-24,2016-10-01,30800,NA,NA," Clay",NA," 32 oz. Gly Star Plus, 1 lb. Aatrex,",NA,NA,36.77,-86.32,"Corn","KY",2016
63.71,7.65,"43514",2016-05-24,2016-10-17,158000," Wheat",7," Clay"," No-Till"," 1 qt Generic Glyphosate",NA,NA,36.77,-86.32,"Soybean","KY",2016
223.78,12.01,"43516",2016-04-19,2016-10-10,33500," Soybeans",30," Silty Clay"," No-Till"," 2,4-D, Roundup, Volley",NA,NA,42.14,-92.52,"Corn","IA",2016
228.73,11.61,"43517",201-04-26,201-10-13,36000," Corn",36," Loamy Sand"," Field Cultivation"," Roundup",NA,NA,42.44,-92.16,"Corn","IA",201
73.96,6.16,"43519",2016-05-06,2016-10-10,150000," Corn",30," Silty Clay Loam"," No-Till"," Roundup",NA,NA,42.27,-92.55,"Soybean","IA",2016
212.74,11.3,"43520",201-05-09,201-10-31,34500," Soybeans",30," Silt Loam"," Vertical-Till"," 2,4-D, Roundup, Volley",NA,NA,42.02,-92.51,"Corn","IA",201
65.27,4.8,"43521",2016-05-07,2016-09-29,160000," Corn",30," Silt Loam"," Field Cultivation"," Roundup",NA,NA,42.18,-92.34,"Soybean","IA",2016
235.32,18.73,"43523",201-04-22,201-10-13,33500," Soybeans",30," Silt Loam"," Field Cultivation"," Roundup, 2,4-D",NA,NA,41.93,-92.65,"Corn","IA",201
64.66,6.2,"43527",2016-05-06,2016-09-22,130000," Corn",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," 32 oz Prefix, 32 oz Liberty, 6 oz Targa",NA,NA,40.86,-91.33,"Soybean","IA",2016
91.1,7.68,"43528",2015-09-30,2015-06-23,1400000," Soybeans",7.5," Clay Loam"," Field Cultivation / Disc"," None",NA,NA,40.66,-91.53,"Wheat","IA",2015
65.5,4.72,"43529",2016-05-23,2016-10-20,150000," Corn",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Prowl, Authority, Roundup WeatherMAX",NA,NA,40.99,-90.98,"Soybean","IA",2016
224.94,8.86,"43531",201-05-16,201-11-05,35000," Soybeans",30," Silty Clay"," Conv.-Till"," Outlook, Atrazine, Armezon",NA,NA,41.67,-90.4,"Corn","IA",201
73.66,3.98,"43532",2016-05-20,2016-10-11,150000," Corn",15," Clay Loam"," No-Till"," Liberty",NA,NA,39.56,-94.3,"Soybean","MO",2016
67.46,3.17,"43533",201-05-22,201-10-27,140000," Corn",30," Clay Loam"," No-Till"," Liberty, Sonic",NA,NA,42.47,-95.92,"Soybean","IA",201
252.9,7.79,"43534",201-04-15,201-09-20,35000," Corn",30," Clay Loam"," V-Rip / Field Cultivation"," 2 pt. SureStart, 3.6 pt. Halex GT",NA,NA,41.56,-93.07,"Corn","IA",201
62.96,5.5,"43541",2016-05-06,2016-10-24,145000," Corn",30," Silty Clay Loam"," No-Till"," 48 Oz Roundup PowerMAX",NA,NA,41.52,-93.2,"Soybean","IA",2016
70.77,3.58,"43542",2016-05-31,2016-10-01,130000," Soybeans",30," Sandy Clay Loam"," Field Cultivation / Conv.-Till"," None",NA,NA,43.09,-94.68,"Soybean","IA",2016
66.31,3.02,"43545",2016-05-31,2016-10-14,130000," Corn",30," Sandy Clay Loam"," Field Cultivation / Conv.-Till"," None",NA,NA,42.69,-94.77,"Soybean","IA",2016
45.3,7.61,"43547",201-05-07,201-10-10,170000,NA,NA," Loam",NA," 1.5 pt/acre Prowl H20, 1 qt/acre",NA,NA,43.98,-90.24,"Soybean","WI",201
229.59,13.08,"43548",201-05-05,201-10-04,34000," Corn",30," Sand"," Conv.-Till"," 2.5 QTS/ACRE Lumax",NA,NA,43.21,-90.12,"Corn","WI",201
224.78,6.3,"43549",201-04-23,201-10-01,36000,NA,NA," Loam",NA," 2 oz/acre Sencor, 2.5 pts/acre Dual II",NA,NA,43.74,-90.02,"Corn","WI",201
214.46,6.52,"43550",2016-05-19,2016-10-13,34000," Soybeans",30," Silt Loam"," Chisel / Conv.-Till"," Roundup",NA,NA,40.82,-91.02,"Corn","IL",2016
70.9,5.48,"43552",2016-05-31,2016-10-22,150000," Corn",30," Silt Loam"," Conv.-Till"," Roundup",NA,NA,41,-91.34,"Soybean","IA",2016
60.59,5.74,"43553",2016-04-25,2016-10-14,140000," Corn",30," Silty Clay Loam"," Chisel"," Roundup",NA,NA,40.04,-88.85,"Soybean","IL",2016
59.02,5.69,"43554",2016-05-30,2016-10-23,140000," Corn",30," Clay Loam"," Moldboard / Conv.-Till"," 28 oz. Roundup, 3.2 oz. Cadet",NA,NA,38.45,-86.89,"Soybean","IN",2016
205.52,13.73,"43555",201-04-23,201-10-19,36000,NA,NA," Silt Loam",NA," 2 oz/acre Sencor, 2.5 pts/acre Dual II",NA,NA,43.74,-90.02,"Corn","WI",201
211.07,15.76,"43556",201-05-06,201-10-04,34000," Soybeans",30," Sand"," Conv.-Till"," 2.5 QTS/ACRE Lumax",NA,NA,43.23,-90.11,"Corn","WI",201
249.98,7.51,"43558",201-05-02,201-10-01,34000,NA,NA," Silt Loam",NA," Bicep II Magnum, Hornet, Roundup",NA,NA,44,-90.27,"Corn","WI",201
220.91,10.01,"43561",201-05-13,201-11-02,34000," Soybeans",30," Loam"," No-Till"," Roundup",NA,NA,40.75,-87.03,"Corn","IN",201
65.47,3.83,"43563",2016-05-16,2016-10-01,150000," Corn",30," Loam"," No-Till"," Matador, Liberty",NA,NA,42.31,-91.92,"Soybean","IA",2016
55.84,6.08,"43566",2016-05-07,2016-09-26,130000," Soybeans",30," Sandy Loam"," Field Cultivation"," 1 qt. Dual, 5 oz Anthem",NA,NA,41.18,-91.23,"Soybean","IA",2016
95.28,9.68,"43567",2015-10-07,2015-06-28,1400000," Soybeans",7.5," Sandy Loam"," Field Cultivation"," None",NA,NA,41.19,-91.23,"Wheat","IA",2015
79.32,4.08,"43569",2016-05-25,2016-10-26,180000," Corn",15," Clay Loam"," V-Rip"," 32 oz. Liberty",NA,NA,39.95,-86.5,"Soybean","IN",2016
198.16,10.62,"43570",2016-05-26,2016-10-31,34500," Soybeans",30," Clay Loam"," Chisel"," Roundup",NA,NA,40.13,-86.54,"Corn","IN",2016
52.38,3.19,"43571",2016-05-31,2016-10-31,180000," Corn",7," Clay Loam"," V-Rip"," Roundup Original Max",NA,NA,40.13,-86.54,"Soybean","IN",2016
53.24,5.81,"43578",2016-05-24,2016-10-10,150000," Corn",30," Clay"," Chisel / Field Cultivation"," 3 oz Canopy, 32 oz Roundup PowerMAX",NA,NA,41.12,-84.69,"Soybean","OH",2016
63.39,5.46,"43580",201-06-01,201-10-24,155000," Soybeans",15," Clay Loam"," Min.-Till"," Roundup",NA," None",36.58,-86.98,"Soybean","TN",201
60.1,NA,"43583",2016-06-01,2016-10-25,170000," Soybeans",15," Clay Loam"," Chisel / Field Cultivation / Disc"," 2.4 oz./ac. Valor, 3.25 oz./ac. Sencor",NA,NA,41.31,-84.33,"Soybean","OH",2016
62.04,3.14,"43585",2016-05-25,2016-10-01,130000," Corn",15," Silty Clay Loam"," Field Cultivation"," Liberty",NA,NA,38.35,-94.53,"Soybean","MO",2016
62.9,3.25,"43586",2016-05-31,2016-11-14,135000," Corn",30," Clay Loam"," Disc"," 2 qt. Roundup",NA,NA,41.56,-86,"Soybean","IN",2016
205.24,10.15,"43587",201-05-31,201-11-14,33000," Soybeans",30," Clay Loam"," Disc"," 2 qt. Roundup",NA,NA,41.56,-86,"Corn","IN",201
214.56,14.75,"43588",2016-05-25,2016-10-01,34500," Soybeans",30," Silt Loam"," Vertical-Till"," 5.6 oz Corvus",NA,NA,40.43,-87.44,"Corn","IN",2016
225.03,13.35,"43593",201-04-23,201-10-18,34700," Corn",30," Clay Loam"," V-Rip / Field Cultivation"," Halex GT",NA,NA,43.44,-92.77,"Corn","IA",201
227.6,NA,"43597",201-05-19,201-10-18,34000," Soybeans",30," Sandy Loam"," Chisel / Field Cultivation"," 3 oz./ac. Capreno, 24 oz./ac. Atrazine",NA,NA,41.64,-83.89,"Corn","OH",201
63.51,3.64,"43601",2016-05-29,2016-10-25,180000," Corn",15," Sandy Loam"," Vertical-Till"," 2 qt. Roundup",NA,NA,41.72,-85.85,"Soybean","IN",2016
72.74,2.3,"43602",2016-06-02,2016-10-19,160000," Corn",15," Clay Loam"," Field Cultivation"," Prefix, Liberty",NA,NA,39.04,-88.3,"Soybean","IL",2016
56.96,1.03,"43603",2016-06-03,2016-10-30,140000," Corn",7," Clay Loam"," No-Till"," 32 oz Liberty, 4 oz Sencor",NA,NA,39.09,-91.58,"Soybean","MO",2016
68.8,4.9,"43604",2016-05-23,2016-10-05,160000," Corn",15," Silty Clay Loam"," Field Cultivation"," Valor, Fierce, Liberty",NA,NA,38.24,-90.34,"Soybean","IL",2016
172.88,15.57,"43605",2016-05-24,2016-09-19,32500," Corn",30," Silt Loam"," Field Cultivation / Disk-Rip"," Cinch Atz",NA,NA,38.7,-89.69,"Corn","IL",2016
65.03,8.03,"43606",2016-05-15,2016-10-24,150000," Corn",15," Clay Loam"," No-Till / N/A"," 1.5 ounces Prefix, 32 ounces Liberty",NA,NA,38.96,-92.89,"Soybean","MO",2016
205.31,15.62,"43611",201-05-20,201-10-01,35500," Corn",30," Silty Clay Loam"," Chisel / Field Cultivation"," SureStart, Durango",NA,NA,40.34,-86.34,"Corn","IN",201
215.8,NA,"43612",201-05-19,201-11-14,32000," Soybeans",30," Sandy Clay Loam"," Chisel / Field Cultivation"," Roundup PowerMAX, Atrazine",NA,NA,42.05,-85.29,"Corn","MI",201
70.53,2.06,"43613",2016-05-16,2016-10-11,160000," Corn",30," Clay Loam"," No-Till"," Liberty",NA,NA,40.68,-87.32,"Soybean","IN",2016
67.79,5.7,"43615",2016-05-19,2016-10-11,180000," Corn",30," Sandy Clay Loam"," Chisel / Field Cultivation"," Roundup PowerMAX",NA,NA,42.05,-85.29,"Soybean","MI",2016
205.76,13.34,"43617",2016-05-22,2016-10-14,33500," Soybeans",30," Clay Loam"," V-Rip / Vertical-Till"," Acuron",NA,NA,41.02,-85.43,"Corn","IN",2016
72.63,5.92,"43618",2016-05-22,2016-10-07,190000," Corn",7.5," Clay Loam"," No-Till"," Roundup PowerMAX",NA,NA,41.14,-85.48,"Soybean","IN",2016
2962.01,1596.14,"43619",201-05-07,201-10-01,148000,NA,NA," Clay Loam",NA," 1.5 pint Roundup PowerMAX, 1 oz",NA,NA,41.85,-83.88,"Soybean","MI",201
2091.98,1230.88,"43620",2016-05-07,2016-10-14,148000,NA,NA," Sandy Clay Loam",NA," 1.5 pints Roundup Original, 1 oz",NA,NA,41.86,-83.87,"Soybean","MI",2016
70.06,3.32,"43622",2016-05-20,2016-10-01,185000," Corn",7," Clay Loam"," Field Cultivation"," None",NA,NA,39.88,-82.6,"Soybean","OH",2016
225.75,8.15,"43623",2016-05-25,2016-10-28,32400," Soybeans",30," Clay Loam"," No-Till"," None",NA,NA,40.04,-81.91,"Corn","OH",2016
66.8,3.23,"43624",2016-05-25,2016-10-25,180000," Corn",7," Clay Loam"," No-Till"," None",NA,NA,40.04,-81.91,"Soybean","OH",2016
244.81,15.23,"43626",201-05-01,201-09-30,35000," Corn",30," Silty Clay Loam"," Min.-Till"," None",NA,NA,43.4,-96.27,"Corn","IA",201
70.24,4.84,"43627",2016-05-30,2016-10-08,185000," Corn",15," Silty Clay Loam"," Vertical-Till"," 32 oz Liberty, 1.5 pt Prefix",NA,NA,39.29,-87.71,"Soybean","IL",2016
69.16,5.1,"43629",2016-05-31,2016-10-14,155000," Corn",15," Clay Loam"," No-Till"," Prefix, 32 oz Liberty",NA,NA,38.84,-88.38,"Soybean","IL",2016
65.33,3.94,"43631",2016-06-01,2016-10-10,135000," Corn",30," Clay Loam"," Chisel / Field Cultivation / S-Tine"," 2 oz Zidua, 32 oz Liberty",NA,NA,39.17,-88.14,"Soybean","IL",2016
219.59,9.79,"43635",201-05-23,201-10-28,35500," Soybeans",30," Loam"," Field Cultivation"," 2 lbs Atrazine, 5.6 oz Corvus",NA,NA,39.93,-84.53,"Corn","OH",201
191.2,NA,"43636",2016-05-20,2016-10-11,36500," Soybeans",20," Clay Loam"," Field Cultivation"," 3 pints Keystone, 3 pints SureStart",NA,NA,40.34,-84.43,"Corn","OH",2016
235.99,11.27,"43640",201-04-23,201-09-21,32000," Soybeans",30," Clay Loam"," No-Till"," Halex GT",NA," None",35.32,-86.97,"Corn","TN",201
181.4,NA,"43641",201-04-30,201-09-24,30000," Clover",30," Clay Loam"," No-Till"," Roundup PowerMAX, Atrazine",NA," None",35.29,-87.36,"Corn","TN",201
96.89,13.11,"43642",201-04-25,201-09-14,29000," Soybeans",30," Sandy Clay Loam"," No-Till"," Roundup",NA," None",35.26,-88.25,"Corn","TN",201
201.76,14.8,"43652",201-05-20,201-10-24,34500," Soybeans",30," Clay Loam"," Field Cultivation / Disc"," 3.5 qt Fultime, 4 oz Hornet",NA,NA,40.97,-91.53,"Corn","IA",201
74.69,7.08,"43655",2016-05-20,2016-11-11,138000," Soybeans",30," Clay Loam"," Field Cultivation / Disc"," 42 oz. Roundup",NA,NA,40.98,-91.51,"Soybean","IA",2016
213.38,8.5,"43661",201-04-21,201-09-16,34000," Soybeans",30," Silt Loam"," Field Cultivation"," Corvus",NA,NA,39.55,-88.86,"Corn","IL",201
55,4.39,"43662",2016-05-31,2016-11-15,180000," Corn",30," Clay Loam"," Field Cultivation"," Liberty",NA,NA,41.38,-87.31,"Soybean","IN",2016
143.69,16.17,"43663",201-05-21,201-11-21,34000," Alfalfa",30," Sandy Clay"," V-Rip / Field Cultivation"," Roundup",NA,NA,41.29,-87.39,"Corn","IN",201
71.94,2.17,"43664",2016-05-19,2016-10-14,140000," Corn",30," Silty Clay Loam"," Field Cultivation / Disk-Rip"," Authority, Roundup",NA,NA,39.84,-89.35,"Soybean","IL",2016
149.26,14.31,"43665",201-05-13,201-11-04,33000," Soybeans",30," Sandy Clay Loam"," Field Cultivation / Disc"," Roundup",NA,NA,41.45,-87.08,"Corn","IN",201
179.66,16.66,"43666",201-05-18,201-11-21,34000," Soybeans",30," Clay Loam"," Field Cultivation"," Roundup",NA,NA,41.38,-87.31,"Corn","IN",201
68.72,2.03,"43668",2016-05-22,2016-10-21,170000," Corn",30," Silty Clay Loam"," Field Cultivation / Conv.-Till"," 32 oz. Liberty, 8 oz. Authority Elite",NA,NA,41.16,-88.8,"Soybean","IL",2016
75.71,1.75,"43670",2016-05-26,2016-10-28,175000," Corn",15," Clay Loam"," Field Cultivation"," 32 oz. Liberty",NA,NA,40.7,-83.12,"Soybean","OH",2016
68.8,3.62,"43671",2016-05-21,2016-10-05,155000," Corn",30," Silt Loam"," No-Till"," 48 oz. Buccaneer, 7 oz. Verdict",NA,NA,41.26,-88.84,"Soybean","IL",2016
145.76,11.46,"43672",2016-05-23,2016-10-04,30100," Soybeans",30," Silt Loam"," Vertical-Till"," Capreno, Roundup",NA,NA,39.08,-89.58,"Corn","IL",2016
125.23,13.4,"43673",2016-05-25,2016-10-25,34500," Soybeans",30," Clay Loam"," V-Rip / Field Cultivation / Disc"," Keystone, Simazine",NA,NA,40.9,-83.73,"Corn","OH",2016
66.91,4.07,"43676",2016-05-22,2016-10-13,142000," Corn",30," Silty Clay Loam"," Conv.-Till"," 12 oz. Authority MTZ, 48 oz. Prowl",NA,NA,41.17,-88.62,"Soybean","IL",2016
185.4,12.79,"43679",201-05-24,201-10-06,33400," Corn",30," Silty Clay Loam"," Vertical-Till"," SureStart, Atrazine",NA,NA,39.37,-89.52,"Corn","IL",201
60.87,3.29,"43681",2016-05-26,2016-11-01,155000," Corn",15," Silty Clay Loam"," No-Till"," 32 oz. Liberty, 5 oz. Sonic",NA,NA,40.98,-88.21,"Soybean","IL",2016
223.54,11.69,"43683",201-04-21,201-09-21,34500," Soybeans",30," Silt Loam"," Chisel"," SureStart, Roundup",NA,NA,39.71,-88.4,"Corn","IL",201
230.49,6.33,"43684",2016-04-26,2016-10-03,34500," Soybeans",30," Silt Loam"," Chisel / Field Cultivation"," Balance Pro, Atrazine",NA,NA,39.71,-87.72,"Corn","IL",2016
189.04,7.32,"43695",201-05-06,201-11-02,32000," Soybeans",30," Sandy Loam"," Field Cultivation / Disc"," None",NA,NA,41.09,-86.93,"Corn","IN",201
211.21,9.95,"43696",201-05-06,201-10-18,32000," Soybeans",30," Loam"," Chisel / Field Cultivation"," Roundup",NA,NA,41.03,-86.89,"Corn","IN",201
255.79,12.42,"43698",201-04-23,201-11-04,33000," Soybeans",30," Silt Loam"," Field Cultivation"," Lumax",NA,NA,42.18,-90.03,"Corn","IL",201
238.18,7.31,"43699",201-04-25,201-11-10,33000," Corn",30," Silt Loam"," V-Rip / Field Cultivation"," Lumax",NA,NA,42.08,-89.99,"Corn","IL",201
204.42,6.35,"43701",201-05-25,201-10-17,32000," Soybeans",30," Clay Loam"," V-Rip / Field Cultivation"," 5.5 oz Corvus, 1.5 # Atrazine",NA,NA,40.86,-84.26,"Corn","OH",201
154.9,8.19,"43706",2016-05-26,2016-11-03,32500," Soybeans",30," Clay Loam"," Zone-Till / Conv.-Till"," Cadet, 2 qt. Atrazine, 5.6oz. Corvus",NA,NA,40.94,-83.09,"Corn","OH",2016
60.23,3.11,"43710",2016-06-10,2016-10-24,150000," Corn",30," Clay"," No-Till"," Liberty, Barrage HF",NA,NA,39.56,-95.08,"Soybean","KS",2016
57.07,2.89,"43714",2016-06-10,2016-11-01,170000," Corn",15," Sandy Loam"," No-Till"," None",NA,NA,38,-94.44,"Soybean","MO",2016
190.12,13.46,"43715",2016-05-24,2016-10-20,32000," Corn",30," Clay Loam"," Conv.-Till"," 4 pt Halex GT",NA,NA,41.56,-85.3,"Corn","IN",2016
186.22,9.36,"43719",2016-05-24,2016-11-07,33000," Soybeans",30," Clay Loam"," Conv.-Till"," 2.5 oz Zidua, 1.5 qt Atrazine",NA,NA,41,-85.51,"Corn","IN",2016
212.68,6.59,"43725",201-05-20,201-10-21,34000," Soybeans",30," Silt Loam"," No-Till"," None",NA,NA,43.59,-88.36,"Corn","WI",201
74.79,3.53,"43727",2016-05-07,2016-10-10,170000," Corn",7," Sandy Loam"," Field Cultivation"," Roundup",NA,NA,41.18,-86.97,"Soybean","IN",2016
54.5,3.27,"43728",2016-05-03,2016-11-09,160000," Corn",15," Sandy Loam"," No-Till"," Liberty",NA,NA,41.12,-87.15,"Soybean","IN",2016
74.56,5.07,"43729",2016-05-27,2016-10-10,140000," Corn",15," Sandy Clay Loam"," Field Cultivation"," Roundup PowerMAX",NA,NA,41.33,-86.13,"Soybean","IN",2016
58.96,4.71,"43730",2016-05-21,2016-10-15,180000," Corn",7.5," Clay Loam"," Conv.-Till"," Authority Maxx",NA,NA,41.31,-86.62,"Soybean","IN",2016
49.59,5.24,"43731",2016-05-21,2016-10-15,180000," Corn",7," Clay Loam"," Conv.-Till"," Authority Maxx",NA,NA,41.31,-86.62,"Soybean","IN",2016
165.79,14.05,"43732",201-05-23,201-11-06,30000," Soybeans",30," Sandy Clay Loam"," Conv.-Till"," Roundup PowerMAX",NA,NA,41.51,-86.76,"Corn","IN",201
234.88,8.62,"43733",201-04-25,201-10-03,35000," Soybeans",30," Silt Loam"," Field Cultivation"," Acuron",NA,NA,39.77,-88.28,"Corn","IL",201
223.31,5.04,"43734",201-06-25,201-11-06,35000," Corn",30," Silt Loam"," Field Cultivation"," Halex GT",NA,NA,39.79,-87.97,"Corn","IL",201
63.12,3.2,"43737",2016-06-22,2016-11-01,145000," Corn",30," Silt Loam"," Chisel"," Liberty",NA,NA,39.73,-88.47,"Soybean","IL",2016
69.92,3.1,"43738",2016-05-24,2016-10-06,150000," Corn",30," Silty Clay Loam"," Field Cultivation"," Roundup WeatherMAX",NA,NA,39.89,-88.66,"Soybean","IL",2016
67.34,6.19,"43740",2016-05-16,2016-10-07,150000," Soybeans",30," Silt Loam"," No-Till"," Roundup PowerMAX",NA,NA,39.86,-88.41,"Soybean","IL",2016
68.06,5.48,"43741",2016-05-23,2016-10-10,150000," Corn",20," Clay Loam"," Vertical-Till"," Verdict",NA,NA,40.59,-86.07,"Soybean","IN",2016
66.21,5.97,"43742",2016-05-19,2016-10-14,150000," Corn",30," Silty Clay Loam"," Vertical-Till"," Valor, Roundup",NA,NA,41.86,-90.44,"Soybean","IA",2016
72.56,4.7,"43743",2016-05-19,2016-10-14,150000," Corn",30," Silty Clay Loam"," Vertical-Till"," Valor, Liberty",NA,NA,41.86,-90.44,"Soybean","IA",2016
73.15,3.98,"43744",2016-06-10,2016-10-24,140000," Corn",15," Clay Loam"," Field Cultivation"," Roundup, FirstRate, Prefix, Zidua",NA,NA,37.47,-86.32,"Soybean","KY",2016
70.34,4.53,"43745",2016-06-09,2016-11-01,155000," Corn",15," Clay Loam"," No-Till"," 2 qt Generic Glyphosate",NA,NA,36.69,-85.17,"Soybean","KY",2016
208.65,7.13,"43747",201-05-08,201-10-19,32000," Soybeans",30," Loamy Sand"," Chisel / Field Cultivation"," 3 quarts Acuron",NA,NA,40.97,-87.73,"Corn","IL",201
255.83,20.93,"43751",201-04-16,201-09-19,35000," Soybeans",30," Silty Clay Loam"," Field Cultivation"," Halex GT",NA,NA,41.05,-89.94,"Corn","IL",201
162.7,NA,"43752",2016-05-25,2016-10-04,32000," Corn",30," Silt Loam"," No-Till"," Gramoxone, Acuron, Roundup",NA,NA,37.99,-86.24,"Corn","KY",2016
198.79,6.17,"43754",201-05-14,201-10-18,34000," Corn",30," Loamy Sand"," Chisel / Field Cultivation"," None",NA,NA,44.38,-88.96,"Corn","WI",201
61.43,4.19,"43755",2016-06-07,2016-10-23,145000," Corn",15," Silt Loam"," No-Till"," Liberty, Clethodim",NA,NA,37.99,-86.22,"Soybean","KY",2016
59.72,3.86,"43757",2016-05-30,2016-10-08,170000," Wheat",7.5," Silt Loam"," No-Till"," Liberty, Intensity",NA,NA,38.2,-86.08,"Soybean","IN",2016
56.29,7.82,"43758",2016-06-01,2016-10-12,150000," Corn",7.5," Silt Loam"," No-Till"," Liberty, Roundup, Sharpen, Authority XL",NA,NA,38.4,-85.95,"Soybean","IN",2016
86.91,8.4,"43760",2016-05-15,2016-10-25,154000," Corn",30," Silt Loam"," V-Rip"," Roundup PowerMAX",NA,NA,41.97,-89.91,"Soybean","IL",2016
257.53,10.12,"43762",201-04-17,201-10-07,36000," Soybeans",30," Silty Clay Loam"," Conv.-Till"," None",NA,NA,41.41,-89.31,"Corn","IL",201
57.39,2.28,"43763",2016-06-03,2016-10-19,165000," Corn",15," Clay Loam"," Field Cultivation / Conv.-Till"," 32 oz Liberty",NA,NA,40.92,-82.89,"Soybean","OH",2016
